Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Cited,classification,keywords,rationale,Feeling AI,Mechanical AI,Thinking AI,Out of Scope,Not Identified,Year_Group,Topic,resumo
What factors determine the intention to use and recommend public autonomous shuttles in a real-life setting?,"Quinones, M; Romero, J; Schmitz, A; Díaz-Martín, AM",2024,10.1108/EJMBE-07-2023-0224,"Purpose - User acceptance is a necessary precondition to implementing self-driving buses as a solution to public transport challenges. Focusing on potential users in a real-life setting, this paper aims to analyze the factors that affect their willingness to use public autonomous shuttles (PASs) as well as their word-of-mouth (WOM) intentions. Design/methodology/approach - Grounded on Unified Theory of Acceptance and Use of Technology (UTAUT2), the study was carried out on a sample of 318 potential users in a real-life setting. The hypothesized relationships were tested using partial least squares structural equation modeling (PLS-SEM). Findings - The study reveals that performance expectancy, facilitating conditions, hedonic motivation and trust are significant predictors of PAS usage intention, which is, in turn, related to WOM communication. Additionally, the factors that impact the intention to use a PAS are found to exert an indirect effect on WOM, mediated by usage intention. Practical implications - This study includes practical insights for transport decision-makers on PAS service design, marketing campaigns and WOM monitoring. Originality/value - While extant research focuses on passengers who have tried autonomous shuttles in experimental settings, this article adopts the perspective of potential users who have no previous experience with these vehicles and identifies the link between usage intention and WOM communication in a real-life traffic environment.",Autonomous vehicle; Autonomous shuttle; Driverless shuttle; Self-driving bus; Technology adoption; Technology acceptance; Usage intention; Word-of-mouth; Sustainable mobility; Smart mobility; Robots; UTAUT2,EMERALD GROUP PUBLISHING LTD,wos-autonomous,0,Feeling AI,"['user acceptance', 'trust', 'word-of-mouth', 'customer needs', 'willingness to use']","The abstract focuses on understanding potential users' acceptance of public autonomous shuttles (PASs), emphasizing emotional factors like trust and hedonic motivation. It explores how these factors influence users' intentions to adopt the technology and their subsequent word-of-mouth communication, which is closely aligned with customer understanding and relationalization aspects highlighted in the Feeling AI category.",70%,10%,20%,0%,0%,"[2023.0, 2025.0)",Word-of-mouth,"A aceitação do usuário é uma condição necessária para a implementação de ônibus autônomos como solução para os desafios do transporte público. Este artigo analisa os fatores que afetam a disposição dos usuários em utilizar shuttles autônomos públicos (PASs) e suas intenções de boca a boca (WOM). Baseado na Teoria Unificada de Aceitação e Uso de Tecnologia (UTAUT2), o estudo foi realizado com 318 usuários potenciais em um ambiente real. Os resultados mostram que a expectativa de desempenho, condições facilitadoras, motivação hedônica e confiança são preditores significativos da intenção de uso de PAS, que, por sua vez, está relacionada à comunicação WOM. Além disso, os fatores que impactam a intenção de usar um PAS exercem um efeito indireto sobre o WOM, mediado pela intenção de uso. O estudo oferece insights práticos para tomadores de decisão no transporte sobre o design de serviços de PAS, campanhas de marketing e monitoramento de WOM. Enquanto pesquisas anteriores focam em passageiros que experimentaram shuttles autônomos em ambientes experimentais, este artigo adota a perspectiva de usuários potenciais sem experiência prévia com esses veículos e identifica a relação entre intenção de uso e comunicação WOM em um ambiente de tráfego real."
Recommend or not: A comparative analysis of customer reviews to uncover factors influencing explicit online recommendation behavior in peer-to-peer accommodation,"Ding, K; Gong, XY; Huang, T; Choo, WC",2024,10.1016/j.iedeen.2023.100236,"In the fiercely competitive landscape of the peer-to-peer accommodation platform Airbnb, understanding customers' online recommendation behavior is essential for optimizing competitiveness and harnessing the potential of electronic word-of-mouth. This study aims to provide comprehensive insights into the factors driving customers' issuance of positive or negative recommendations based on their experiences. Leveraging 10,101 online reviews from Airbnb users, we employ the Structural Topic Model to determine latent topics relating to customers' recommendation intentions. This study reveals that positive recommendations are primarily influenced by hedonic values tied to the overall experience, including crucial aspects such as convenience for exploring points of interest, local authenticity, social interaction, and emotional fulfillment. These findings highlight the significance of providing memorable and enriching experiences to elicit positive reviews from customers. On the other hand, negative recommendations are closely linked to utilitarian values focused on practical concerns such as check -in procedures, cleanliness, comfortableness, and amenities. Understanding these utilitarian factors is vital for hosts and platform administrators to improve service quality and address potential issues that may lead to negative reviews. Furthermore, this study emphasizes the significant role of hosts in shaping both positive and negative recommendations. This research contributes valuable insights to the field of peer-to-peer accommodation, highlighting the significance of various factors influencing customers' recommendation behavior.",Social marketing; Online recommendation behavior; Word-of-mouth; Airbnb,ELSEVIER SCI LTD,wos-recommendation,6,Feeling AI,"['positive recommendations', 'negative recommendations', 'emotional fulfillment', 'customer understanding', 'experiences', 'social interaction', 'authenticity']","The abstract focuses on understanding customers' online recommendation behavior, emphasizing the emotional aspects of customer experiences. It highlights how positive recommendations are influenced by hedonic values and emotional fulfillment, while negative recommendations are related to practical concerns. This aligns with the 'Feeling AI' category, which focuses on customer understanding and emotional needs. The study aims to comprehend and meet these emotional needs to enhance customer engagement, making it a clear fit for Feeling AI.",70%,10%,20%,0%,0%,"[2023.0, 2025.0)",Word-of-mouth,"No competitivo cenário da plataforma de acomodação peer-to-peer Airbnb, compreender o comportamento de recomendação online dos clientes é essencial para otimizar a competitividade e aproveitar o potencial do boca a boca eletrônico. Este estudo visa fornecer insights abrangentes sobre os fatores que impulsionam os clientes a emitir recomendações positivas ou negativas com base em suas experiências. Aproveitando 10.101 avaliações online de usuários do Airbnb, empregamos o Modelo de Tópicos Estruturais para determinar tópicos latentes relacionados às intenções de recomendação dos clientes. O estudo revela que as recomendações positivas são principalmente influenciadas por valores hedônicos ligados à experiência geral, incluindo aspectos cruciais como conveniência para explorar pontos de interesse, autenticidade local, interação social e satisfação emocional. Esses achados destacam a importância de proporcionar experiências memoráveis e enriquecedoras para elicitar avaliações positivas dos clientes. Por outro lado, as recomendações negativas estão intimamente ligadas a valores utilitários focados em preocupações práticas, como procedimentos de check-in, limpeza, conforto e comodidades. Compreender esses fatores utilitários é vital para anfitriões e administradores da plataforma melhorarem a qualidade do serviço e abordarem questões potenciais que podem levar a avaliações negativas. Além disso, o estudo enfatiza o papel significativo dos anfitriões na formação de recomendações tanto positivas quanto negativas. Esta pesquisa contribui com insights valiosos para o campo de acomodação peer-to-peer, destacando a importância de vários fatores que influenciam o comportamento de recomendação dos clientes."
What factors determine the intention to use and recommend public autonomous shuttles in a real-life setting?,Quinones M.; Romero J.; Schmitz A.; Díaz-Martín A.M.,2024,10.1108/EJMBE-07-2023-0224,"Purpose: User acceptance is a necessary precondition to implementing self-driving buses as a solution to public transport challenges. Focusing on potential users in a real-life setting, this paper aims to analyze the factors that affect their willingness to use public autonomous shuttles (PASs) as well as their word-of-mouth (WOM) intentions. Design/methodology/approach: Grounded on Unified Theory of Acceptance and Use of Technology (UTAUT2), the study was carried out on a sample of 318 potential users in a real-life setting. The hypothesized relationships were tested using partial least squares structural equation modeling (PLS-SEM). Findings: The study reveals that performance expectancy, facilitating conditions, hedonic motivation and trust are significant predictors of PAS usage intention, which is, in turn, related to WOM communication. Additionally, the factors that impact the intention to use a PAS are found to exert an indirect effect on WOM, mediated by usage intention. Practical implications: This study includes practical insights for transport decision-makers on PAS service design, marketing campaigns and WOM monitoring. Originality/value: While extant research focuses on passengers who have tried autonomous shuttles in experimental settings, this article adopts the perspective of potential users who have no previous experience with these vehicles and identifies the link between usage intention and WOM communication in a real-life traffic environment. © 2024, Myriam Quinones, Jaime Romero, Anne Schmitz and Ana M. Díaz-Martín.",Autonomous shuttle; Autonomous vehicle; Driverless shuttle; Robots; Self-driving bus; Smart mobility; Sustainable mobility; Technology acceptance; Technology adoption; Usage intention; UTAUT2; Word-of-mouth,Emerald Publishing,scopus-autonomous,0,Feeling AI,"['trust', 'word-of-mouth', 'user acceptance', 'hedonic motivation']","The abstract focuses on user acceptance and the emotional and psychological factors that influence the willingness to use public autonomous shuttles. It emphasizes the importance of trust and hedonic motivation, which are emotional drivers in customer understanding and acceptance. Additionally, the study explores word-of-mouth communication, which relates to customer engagement and emotional responses. This aligns closely with the objectives of Feeling AI, which aims to understand and meet customer emotional needs and wants.",70%,10%,20%,0%,0%,"[2023.0, 2025.0)",Word-of-mouth,"O objetivo deste estudo é analisar os fatores que influenciam a aceitação de ônibus autônomos por usuários potenciais em um ambiente real, além de suas intenções de recomendação (WOM). Baseado na Teoria Unificada de Aceitação e Uso de Tecnologia (UTAUT2), a pesquisa foi realizada com 318 usuários em potencial. Os resultados indicam que a expectativa de desempenho, as condições facilitadoras, a motivação hedônica e a confiança são preditores significativos da intenção de uso de ônibus autônomos, que, por sua vez, está relacionada à comunicação WOM. Além disso, os fatores que impactam a intenção de uso exercem um efeito indireto sobre o WOM, mediado pela intenção de uso. Este estudo oferece insights práticos para tomadores de decisão no transporte sobre o design de serviços de ônibus autônomos, campanhas de marketing e monitoramento de WOM. Enquanto pesquisas anteriores focaram em passageiros que experimentaram ônibus autônomos em ambientes experimentais, este artigo adota a perspectiva de usuários potenciais sem experiência anterior com esses veículos e identifica a ligação entre a intenção de uso e a comunicação WOM em um ambiente de tráfego real."
Market amplification or transformation? The role of industry analysts in spreading WOM in B2B,Cowan K.; Palo T.; Chapple D.; Zhang Y.,2023,10.1108/JBIM-03-2022-0127,"Purpose: The purpose of this study is to address these questions. Word-of-mouth (WOM) is increasingly important in business-to-business (B2B) decision-making. Yet, research on this topic is rather limited, and often borrows from business-to-consumer (B2C) WOM literature. The question remains as to whether these assumptions realistically occur in B2B WOM. Specifically, this study explores the following questions: What value does B2B WOM have? Why do social media influencers in B2B engage in WOM? What type(s) of social media influencers spread WOM in B2B? Design/methodology/approach: To address these questions, this study adopts a qualitative research strategy. This study focuses on industry analysts in information technology markets who often influence the buying decisions of customers through their expertise and recommendations of technology solutions. Based on interviews with these influencers, this study explicates B2B WOM, an area the authors know much less of in comparison to B2C WOM. Findings: This study reveals differences in who spreads WOM within B2B, their roles, key features of their content and how they spread WOM. Second, this study demonstrates the types of actors spreading WOM in B2B in relation to the type of WOM and how it actually influences B2B markets. Originality/value: This study broadens the current definition of WOM and, specifically, showcases WOM not only as amplifying messages but as a means to co-create the market itself with vendors and clients. This research offers several contributions to the B2B WOM literature and influencer practice. © 2022, Emerald Publishing Limited.",Business-to-business; Influencer marketing; Market creation; Opinion leadership; Social media influencer; Thought leadership; Word-of-mouth,Emerald Publishing,scopus-recommendation,4,Feeling AI,"['word-of-mouth', 'social media influencers', 'customer decision-making', 'B2B', 'emotional needs']","The study focuses on the role of word-of-mouth (WOM) in B2B contexts, emphasizing the emotional aspects of decision-making influenced by social media influencers and their relationships with customers. It highlights how WOM can not only amplify messages but also co-create market dynamics, showcasing an understanding of customer emotional needs and the relational aspects of marketing. This aligns with the objectives of Feeling AI, which focuses on customer understanding and relationalization.",70%,10%,20%,0%,0%,"[2023.0, 2025.0)",Word-of-mouth,"Este estudo tem como objetivo abordar questões relacionadas ao boca a boca (WOM) no contexto de negócios entre empresas (B2B), que é cada vez mais importante na tomada de decisões. A pesquisa se concentra em analistas de mercado de tecnologia da informação, que influenciam as decisões de compra dos clientes por meio de sua expertise e recomendações. Através de entrevistas, o estudo revela diferenças sobre quem dissemina WOM no B2B, seus papéis, características do conteúdo e como ele é espalhado. Além disso, demonstra os tipos de atores envolvidos na disseminação de WOM e seu impacto nos mercados B2B. O estudo amplia a definição atual de WOM, apresentando-o não apenas como uma forma de amplificar mensagens, mas também como um meio de co-criar o mercado com fornecedores e clientes, contribuindo para a literatura e prática de WOM B2B."
The role of brand orientation in the higher education sector: a student-perceived paradigm,Casidy R.,2013,10.1108/APJML-06-2013-0069,"Purpose – The purpose of this paper is to examine the relationship between perceived brand orientation (PBO), satisfaction, loyalty, and post-enrolment communication behaviour in the Australian higher education sector. Design/methodology/approach – Two hundred and fifty-eight questionnaires were completed by undergraduate students of a particular university in Australia. Structural equation modeling was employed in this study to examine the associations between the constructs. Findings – This study provides empirical evidence that PBO has a positive and significant relationship with all dependent variables. The research reveals that students' perception of a university's brand orientation is significantly related to satisfaction, loyalty, and post-enrolment communication behaviour. Research limitations/implications – The findings may guide the key decision makers in higher education institutions to understand the importance of brand orientation in their corporate strategy to enhance satisfaction, loyalty, and positive WOM, which can be used to differentiate themselves from other institutions in the highly competitive education market. Originality/value – Past researchers have not looked into the dynamic relationships between PBO, satisfaction, loyalty, and post-enrolment communication behaviour, and hence research is to be called for in this area. The paper is the first to examine brand orientation from the perspective of the students and provide higher education institutions with recommendations to improve service quality through brand orientation. © 2013, © Emerald Group Publishing Limited.",Brand orientation; Customer loyalty; Customer satisfaction; Higher education; Structural equation modelling; Word-of-mouth marketing,Emerald Group Publishing Ltd.,scopus-recommendation,33,Feeling AI,"['brand orientation', 'satisfaction', 'loyalty', 'communication behaviour', 'customer emotional needs']","The abstract emphasizes the relationship between perceived brand orientation and emotional factors such as satisfaction and loyalty, which are critical elements in understanding customer needs and wants. The study aims to enhance these emotional connections through brand orientation, aligning closely with the objectives of Feeling AI to understand and meet customer emotional needs.",70%,10%,20%,0%,0%,"[2013.0, 2015.0)",Word-of-mouth,"Este artigo examina a relação entre a orientação de marca percebida (PBO), satisfação, lealdade e comportamento de comunicação pós-matrícula no setor de educação superior australiano. Foram coletados 258 questionários de estudantes de graduação de uma universidade específica na Austrália, utilizando modelagem de equações estruturais para analisar as associações entre os construtos. Os resultados mostram que a PBO tem uma relação positiva e significativa com todas as variáveis dependentes, indicando que a percepção dos estudantes sobre a orientação de marca da universidade está relacionada à satisfação, lealdade e comportamento de comunicação pós-matrícula. As descobertas podem ajudar os tomadores de decisão nas instituições de ensino superior a compreenderem a importância da orientação de marca em suas estratégias corporativas para melhorar a satisfação, lealdade e boca a boca positivo, diferenciando-se em um mercado educacional altamente competitivo. Este estudo é pioneiro ao examinar a orientação de marca sob a perspectiva dos estudantes e oferece recomendações para as instituições de ensino superior melhorarem a qualidade do serviço por meio da orientação de marca."
The effects of marketing communication on the tourist's hotel reservation process,Almeida N.M.; Silva J.A.; Mendes J.; do Valle P.O.,2012,10.1080/13032917.2012.687690,"The paper analyses the tourist's first stay booking decision and the factors (such as advertising, word-of-mouth, and travel agency recommendation) that most significantly influence it. Three research hypotheses have been considered and a logistic regression model has been specified. The factors ""advertising"" and ""word-of-mouth"" have significant power to explain direct-contact booking. Hence, there is not only a strong association between first stay booking and the Web, but also a very strong association between the booking and the recommendation of someone close to the tourist who has previously stayed at the hotel. This means that these are two important sources of information for inducing the tourist's decision in this respect. The research contributes to both the understanding of the first stay booking decision-making process and the management of the hotel marketing communication media plan. © 2012 Taylor & Francis.",Advertising; Booking; Marketing communication media; Word-of-mouth,,scopus-recommendation,10,Feeling AI,"['advertising', 'word-of-mouth', 'recommendation', 'decision-making', ""tourist's first stay booking""]","The abstract focuses on understanding the factors influencing a tourist's decision to book their first stay, particularly highlighting the emotional aspects of recommendations from peers and advertising. This aligns closely with the Feeling AI category, which emphasizes understanding customer emotional needs and wants. The significant impact of word-of-mouth indicates the importance of relational aspects in influencing customer decisions.",60%,10%,30%,0%,0%,"[2011.0, 2013.0)",Word-of-mouth,"O artigo analisa a decisão de reserva da primeira estadia do turista e os fatores (como publicidade, boca a boca e recomendação de agências de viagem) que mais influenciam essa decisão. Três hipóteses de pesquisa foram consideradas e um modelo de regressão logística foi especificado. Os fatores ""publicidade"" e ""boca a boca"" têm um poder significativo para explicar reservas feitas por contato direto. Assim, há não apenas uma forte associação entre a reserva da primeira estadia e a Web, mas também uma associação muito forte entre a reserva e a recomendação de alguém próximo ao turista que já se hospedou no hotel. Isso significa que essas são duas fontes importantes de informação que induzem a decisão do turista nesse aspecto. A pesquisa contribui tanto para a compreensão do processo de tomada de decisão na reserva da primeira estadia quanto para a gestão do plano de comunicação de marketing do hotel."
Examining the nature and dynamics of At-destination recommendations: The local experts' perspective,Wang Y.; Severt D.; Rompf P.,2006,10.1300/J150v13n03_08,"At-destination referrals from local experts play a critical and complementary role in information sourcing and venue decision strategies by visitors of a destination. This context-specific form of word-of-moulh communication is widely practiced, yet remains an under-researched phenomenon when taking into consideration the broad range of locals utilized by visitors when making at-destination decisions on travel-related services. Most word-of-mouth studies have examined its influence on consumer's purchase behavior, but few attempts have been made to investigate the local experts' perspective. This exploratory study attempts to contribute to the understanding of the phenomenon from the local experts' perspective from two aspects: (1) examining the nature and significance of at-destination recommendations; and (2) developing and testing a motivational construct of locals making recommendations. The results provide further evidence of a broad range of residents within a community being involved in the provision of venue information and direct property referrals. A test of motivational scale items reveals that five themes emerge as the underlying constructs driving the local experts' referral behavior. Discussion and implications are also provided based on the study results. © 2005 by The Haworth Press, Inc. All rights reserved.",At-destination referrals/recommendations; Destination marketing; Referrer motivations; Tourism marketing; Word-of-mouth,,scopus-recommendation,5,Feeling AI,"['at-destination referrals', 'local experts', 'word-of-mouth', 'recommendations', 'motivational construct', 'community involvement', 'residents', 'venue information']","The abstract discusses the emotional and relational aspects of recommendations provided by local experts to visitors. It focuses on understanding the motivations behind locals' referrals and the significance of these at-destination recommendations, indicating an emphasis on customer understanding and relationalization. The themes driving local experts' behavior reflect emotional engagement and the desire to assist visitors, aligning closely with the definitions of Feeling AI.",70%,10%,20%,0%,0%,"[2005.0, 2007.0)",Word-of-mouth,"As referências feitas por especialistas locais no destino desempenham um papel crítico e complementar nas estratégias de busca de informações e decisões sobre locais por parte dos visitantes. Essa forma específica de comunicação boca a boca é amplamente praticada, mas ainda é um fenômeno pouco pesquisado, considerando a variedade de locais utilizados pelos visitantes ao tomarem decisões sobre serviços relacionados a viagens. A maioria dos estudos sobre boca a boca analisou sua influência no comportamento de compra dos consumidores, mas poucas tentativas foram feitas para investigar a perspectiva dos especialistas locais. Este estudo exploratório busca contribuir para a compreensão do fenômeno a partir da perspectiva dos especialistas locais em dois aspectos: (1) examinando a natureza e a importância das recomendações feitas no destino; e (2) desenvolvendo e testando um construto motivacional de locais que fazem recomendações. Os resultados fornecem evidências adicionais de que uma ampla gama de residentes dentro de uma comunidade está envolvida na provisão de informações sobre locais e referências diretas de propriedades. Um teste dos itens da escala motivacional revela que cinco temas emergem como os construtos subjacentes que impulsionam o comportamento de referência dos especialistas locais. Discussões e implicações também são apresentadas com base nos resultados do estudo."
The role of brand orientation in the higher education sector: a student-perceived paradigm,Casidy R.,2013,10.1108/APJML-06-2013-0069,"Purpose – The purpose of this paper is to examine the relationship between perceived brand orientation (PBO), satisfaction, loyalty, and post-enrolment communication behaviour in the Australian higher education sector. Design/methodology/approach – Two hundred and fifty-eight questionnaires were completed by undergraduate students of a particular university in Australia. Structural equation modeling was employed in this study to examine the associations between the constructs. Findings – This study provides empirical evidence that PBO has a positive and significant relationship with all dependent variables. The research reveals that students' perception of a university's brand orientation is significantly related to satisfaction, loyalty, and post-enrolment communication behaviour. Research limitations/implications – The findings may guide the key decision makers in higher education institutions to understand the importance of brand orientation in their corporate strategy to enhance satisfaction, loyalty, and positive WOM, which can be used to differentiate themselves from other institutions in the highly competitive education market. Originality/value – Past researchers have not looked into the dynamic relationships between PBO, satisfaction, loyalty, and post-enrolment communication behaviour, and hence research is to be called for in this area. The paper is the first to examine brand orientation from the perspective of the students and provide higher education institutions with recommendations to improve service quality through brand orientation. © 2013, © Emerald Group Publishing Limited.",Brand orientation; Customer loyalty; Customer satisfaction; Higher education; Structural equation modelling; Word-of-mouth marketing,Emerald Group Publishing Ltd.,scopus-recommendation,33,Feeling AI,"['brand orientation', 'satisfaction', 'loyalty', 'communication behaviour', 'customer emotional needs']","The abstract emphasizes the relationship between perceived brand orientation and emotional factors such as satisfaction and loyalty, which are critical elements in understanding customer needs and wants. The study aims to enhance these emotional connections through brand orientation, aligning closely with the objectives of Feeling AI to understand and meet customer emotional needs.",70%,10%,20%,0%,0%,"[2013.0, 2015.0)",Word-of-mouth,"Este artigo examina a relação entre a orientação de marca percebida (PBO), satisfação, lealdade e comportamento de comunicação pós-matrícula no setor de educação superior australiano. Duzentos e cinquenta e oito questionários foram preenchidos por estudantes de graduação de uma universidade específica na Austrália. A modelagem de equações estruturais foi utilizada para analisar as associações entre os construtos. Os resultados mostram que a PBO tem uma relação positiva e significativa com todas as variáveis dependentes. A pesquisa revela que a percepção dos estudantes sobre a orientação da marca de uma universidade está significativamente relacionada à satisfação, lealdade e comportamento de comunicação pós-matrícula. As descobertas podem orientar os tomadores de decisão nas instituições de ensino superior a entenderem a importância da orientação de marca em suas estratégias corporativas para aumentar a satisfação, lealdade e o boca a boca positivo, ajudando a diferenciá-las em um mercado educacional altamente competitivo. Este estudo é pioneiro ao examinar a orientação de marca sob a perspectiva dos estudantes e oferece recomendações para que as instituições de ensino superior melhorem a qualidade do serviço por meio da orientação de marca."
The effects of marketing communication on the tourist's hotel reservation process,Almeida N.M.; Silva J.A.; Mendes J.; do Valle P.O.,2012,10.1080/13032917.2012.687690,"The paper analyses the tourist's first stay booking decision and the factors (such as advertising, word-of-mouth, and travel agency recommendation) that most significantly influence it. Three research hypotheses have been considered and a logistic regression model has been specified. The factors ""advertising"" and ""word-of-mouth"" have significant power to explain direct-contact booking. Hence, there is not only a strong association between first stay booking and the Web, but also a very strong association between the booking and the recommendation of someone close to the tourist who has previously stayed at the hotel. This means that these are two important sources of information for inducing the tourist's decision in this respect. The research contributes to both the understanding of the first stay booking decision-making process and the management of the hotel marketing communication media plan. © 2012 Taylor & Francis.",Advertising; Booking; Marketing communication media; Word-of-mouth,,scopus-recommendation,10,Feeling AI,"['advertising', 'word-of-mouth', 'recommendation', 'decision-making', ""tourist's first stay booking""]","The abstract focuses on understanding the factors influencing a tourist's decision to book their first stay, particularly highlighting the emotional aspects of recommendations from peers and advertising. This aligns closely with the Feeling AI category, which emphasizes understanding customer emotional needs and wants. The significant impact of word-of-mouth indicates the importance of relational aspects in influencing customer decisions.",60%,10%,30%,0%,0%,"[2011.0, 2013.0)",Word-of-mouth,"O artigo analisa a decisão de reserva da primeira estadia do turista e os fatores (como publicidade, boca a boca e recomendação de agências de viagem) que mais influenciam essa decisão. Três hipóteses de pesquisa foram consideradas e um modelo de regressão logística foi especificado. Os fatores ""publicidade"" e ""boca a boca"" têm um poder significativo para explicar reservas feitas por contato direto. Assim, há não apenas uma forte associação entre a reserva da primeira estadia e a Web, mas também uma associação muito forte entre a reserva e a recomendação de alguém próximo ao turista que já se hospedou no hotel. Isso significa que essas são duas fontes importantes de informação que induzem a decisão do turista nesse aspecto. A pesquisa contribui tanto para a compreensão do processo de tomada de decisão na reserva da primeira estadia quanto para a gestão do plano de comunicação de marketing do hotel."
Recommend or not: A comparative analysis of customer reviews to uncover factors influencing explicit online recommendation behavior in peer-to-peer accommodation,"Ding, K; Gong, XY; Huang, T; Choo, WC",2024,10.1016/j.iedeen.2023.100236,"In the fiercely competitive landscape of the peer-to-peer accommodation platform Airbnb, understanding customers' online recommendation behavior is essential for optimizing competitiveness and harnessing the potential of electronic word-of-mouth. This study aims to provide comprehensive insights into the factors driving customers' issuance of positive or negative recommendations based on their experiences. Leveraging 10,101 online reviews from Airbnb users, we employ the Structural Topic Model to determine latent topics relating to customers' recommendation intentions. This study reveals that positive recommendations are primarily influenced by hedonic values tied to the overall experience, including crucial aspects such as convenience for exploring points of interest, local authenticity, social interaction, and emotional fulfillment. These findings highlight the significance of providing memorable and enriching experiences to elicit positive reviews from customers. On the other hand, negative recommendations are closely linked to utilitarian values focused on practical concerns such as check -in procedures, cleanliness, comfortableness, and amenities. Understanding these utilitarian factors is vital for hosts and platform administrators to improve service quality and address potential issues that may lead to negative reviews. Furthermore, this study emphasizes the significant role of hosts in shaping both positive and negative recommendations. This research contributes valuable insights to the field of peer-to-peer accommodation, highlighting the significance of various factors influencing customers' recommendation behavior.",Social marketing; Online recommendation behavior; Word-of-mouth; Airbnb,ELSEVIER SCI LTD,wos-recommendation,6,Feeling AI,"['positive recommendations', 'negative recommendations', 'emotional fulfillment', 'customer understanding', 'experiences', 'social interaction', 'authenticity']","The abstract focuses on understanding customers' online recommendation behavior, emphasizing the emotional aspects of customer experiences. It highlights how positive recommendations are influenced by hedonic values and emotional fulfillment, while negative recommendations are related to practical concerns. This aligns with the 'Feeling AI' category, which focuses on customer understanding and emotional needs. The study aims to comprehend and meet these emotional needs to enhance customer engagement, making it a clear fit for Feeling AI.",70%,10%,20%,0%,0%,"[2023.0, 2025.0)",Word-of-mouth,"No competitivo cenário da plataforma de acomodação peer-to-peer Airbnb, compreender o comportamento de recomendação online dos clientes é essencial para otimizar a competitividade e aproveitar o potencial do boca a boca eletrônico. Este estudo visa fornecer insights abrangentes sobre os fatores que impulsionam os clientes a emitir recomendações positivas ou negativas com base em suas experiências. Aproveitando 10.101 avaliações online de usuários do Airbnb, empregamos o Modelo de Tópicos Estruturais para determinar tópicos latentes relacionados às intenções de recomendação dos clientes. O estudo revela que as recomendações positivas são principalmente influenciadas por valores hedônicos ligados à experiência geral, incluindo aspectos cruciais como conveniência para explorar pontos de interesse, autenticidade local, interação social e satisfação emocional. Esses achados destacam a importância de proporcionar experiências memoráveis e enriquecedoras para elicitar avaliações positivas dos clientes. Por outro lado, as recomendações negativas estão intimamente ligadas a valores utilitários focados em preocupações práticas, como procedimentos de check-in, limpeza, conforto e comodidades. Compreender esses fatores utilitários é vital para anfitriões e administradores da plataforma melhorarem a qualidade do serviço e abordarem questões potenciais que podem levar a avaliações negativas. Além disso, o estudo enfatiza o papel significativo dos anfitriões na formação de recomendações tanto positivas quanto negativas. Esta pesquisa contribui com insights valiosos para o campo de acomodação peer-to-peer, destacando a importância de vários fatores que influenciam o comportamento de recomendação dos clientes."
Examining the nature and dynamics of At-destination recommendations: The local experts' perspective,Wang Y.; Severt D.; Rompf P.,2006,10.1300/J150v13n03_08,"At-destination referrals from local experts play a critical and complementary role in information sourcing and venue decision strategies by visitors of a destination. This context-specific form of word-of-moulh communication is widely practiced, yet remains an under-researched phenomenon when taking into consideration the broad range of locals utilized by visitors when making at-destination decisions on travel-related services. Most word-of-mouth studies have examined its influence on consumer's purchase behavior, but few attempts have been made to investigate the local experts' perspective. This exploratory study attempts to contribute to the understanding of the phenomenon from the local experts' perspective from two aspects: (1) examining the nature and significance of at-destination recommendations; and (2) developing and testing a motivational construct of locals making recommendations. The results provide further evidence of a broad range of residents within a community being involved in the provision of venue information and direct property referrals. A test of motivational scale items reveals that five themes emerge as the underlying constructs driving the local experts' referral behavior. Discussion and implications are also provided based on the study results. © 2005 by The Haworth Press, Inc. All rights reserved.",At-destination referrals/recommendations; Destination marketing; Referrer motivations; Tourism marketing; Word-of-mouth,,scopus-recommendation,5,Feeling AI,"['at-destination referrals', 'local experts', 'word-of-mouth', 'recommendations', 'motivational construct', 'community involvement', 'residents', 'venue information']","The abstract discusses the emotional and relational aspects of recommendations provided by local experts to visitors. It focuses on understanding the motivations behind locals' referrals and the significance of these at-destination recommendations, indicating an emphasis on customer understanding and relationalization. The themes driving local experts' behavior reflect emotional engagement and the desire to assist visitors, aligning closely with the definitions of Feeling AI.",70%,10%,20%,0%,0%,"[2005.0, 2007.0)",Word-of-mouth,"As recomendações de especialistas locais no destino desempenham um papel crítico e complementar nas estratégias de busca de informações e decisões sobre locais pelos visitantes. Essa forma específica de comunicação boca a boca é amplamente praticada, mas ainda é um fenômeno pouco pesquisado, considerando a variedade de locais utilizados pelos visitantes ao tomar decisões relacionadas a serviços de viagem. A maioria dos estudos sobre boca a boca examinou sua influência no comportamento de compra dos consumidores, mas poucas tentativas foram feitas para investigar a perspectiva dos especialistas locais. Este estudo exploratório busca contribuir para a compreensão do fenômeno a partir da perspectiva dos especialistas locais em dois aspectos: (1) examinando a natureza e a importância das recomendações no destino; e (2) desenvolvendo e testando um construto motivacional de locais que fazem recomendações. Os resultados fornecem mais evidências de que uma ampla gama de residentes dentro de uma comunidade está envolvida na provisão de informações sobre locais e referências diretas. Um teste de itens da escala motivacional revela que cinco temas emergem como os construtos subjacentes que impulsionam o comportamento de referência dos especialistas locais. Discussões e implicações também são apresentadas com base nos resultados do estudo."
